일자,언론사,기고자,제목
20190630,한국일보,안아람,문 대통령 ‘북미관계 큰 바퀴’ 돌리려 철저히 조연 자처
20190630,한국일보,"강철원
강유빈","민주당 “역사적 만남, 정부노력이 만들어내”, 한국당 김재원 “문 대통령 김정은 옆 사진찍은게 유일”"
20190630,한국일보,김현빈,문 대통령 “트럼프 김정은 만난다... 한반도는 지구상 가장 주목 받는 땅”
20190630,한국일보,윤한슬,"[속보] 문재인 대통령 “북미 정상, 판문점에서 악수할 것”"
20190630,한국일보,윤한슬,[속보] 트럼프 “문재인 대통령과 DMZ 갈 것”
20190630,한국일보,서재훈,"[포토]트럼프 대통령, 김정은에 DMZ만남 제안 문 대통령“함께 노력하자”"
20190630,YTN,,"靑 ""문 대통령, 트럼프에게 개성공단 재개 언급 안 해"""
20190630,경향신문,조형국 기자 situation@kyunghyang.com,"남 북 미 회동 마친 문재인 대통령, 1일 하루 휴가"
20190630,YTN,한영규,"문 대통령, DMZ서 개성공단 설명...트럼프, 제재 완화 서두르지 않아"
20190630,YTN,전준형,"""남북미 3자 정상 회동도 역사""...문 대통령 중재역 수행"
20190630,중도일보,오주영 기자,"문 대통령-트럼프, 김정은 만나러 DMZ 향해"
20190630,서울경제,이주원 기자,"문 대통령, 내일 하루 연가...재충전하며 현안 점검"
20190630,매일경제,디지털뉴스국,"문 대통령, 내일 하루 연가 한미 미북 정상 논의결과 점검"
20190630,KBS,이병도,"3자회동 속 ‘북미’만의 정상회담 문 대통령, 조연 자처"
20190630,KBS,박민철,문 대통령 “한반도 평화 프로세스 큰 고개 넘었다”
20190630,YTN,전준형,역사적인 남북미 3자 정상 회동...문 대통령이 중재역 수행
20190630,한겨레,이완,판문점 ‘각본 없는 드라마’ 문 대통령이 ‘판’ 깔았다
20190630,YTN,한영규,"문 대통령, DMZ서 개성공단 설명...트럼프, 제재 완화 서두르지 않아"
20190630,서울경제,양지윤 기자,"문 대통령 ""트럼프 취임 후 우리 기업 대미 투자 크게 늘어"""
20190630,한겨레,성연철,"문 대통령 “트럼프, 한반도 피스메이커 대화 외 다른 길 없어”"
20190630,SBS,김아영 기자,북 미 대화 집중하도록 자리 내준 문 대통령
20190630,YTN,,"문 대통령 ""트럼프, 한반도 평화 이뤄낸 美대통령 기록되길"""
20190630,YTN,,"문 대통령 ""싱가포르 합의 동시 병행 이행 중요"""
20190630,YTN,,"靑 ""문 대통령, 트럼프에게 개성공단 재개 언급 안 해"""
20190630,부산일보,전창훈,[남 북 미 정상 판문점 회동] 한반도 평화 프로세스 진전 이끈 ‘중재자’ 문재인 대통령의 뚝심
20190630,전북일보,김준호,문재인 대통령 “2년 전에 비해 전쟁 공포 많이 줄었다”
20190630,한겨레,김종철,“문 대통령 진심어린 ‘간첩조작 사과’ 말씀에 감개무량하다”
20190630,대전일보,宋忠原,"문 대통령, 트럼프 대통령과 공동기자회견"
20190630,매일경제,디지털뉴스국,"문대통령 트럼프, DMZ내 미군부대 식당서 한미장병 격려"
20190630,매일신문,최경철,"한미정상회담 열려 문 대통령 ""안전보장조치 이뤄지면 북한 비핵화 의지 확고"""
20190630,한국경제,박재원(wonderful@hankyung.com),"조연 자처한 문재인 대통령 ""트럼프의 독창적 접근방식에 경의"""
20190630,아시아경제,황진영,"문 대통령 ""오늘 만남으로 한반도 비핵화 위한 큰 고개 넘었다""(종합)"
20190630,경향신문,최민지 기자 ming@kyunghyang.com,문 대통령 “원래 GP방문만 예정  트럼프 과감한 접근방식에 경의”
20190630,부산일보,조경건,"문재인 대통령, 김정은-트럼프 회동에 ""평화프로세스 큰 고개 하나 넘어"""
20190630,KBS,사정원,[영상] 트럼프 “회담 좋았다” 문 대통령 “평화 프로세스 큰 고개 하나 넘어”
20190630,한국경제,뉴스룸,"[속보] 문 대통령 ""오늘 만남, 평화프로세스 큰 고개 하나 넘었다"""
20190630,아시아경제,황진영,"[속보]문 대통령 ""오늘 만남으로 한반도 비핵화 위한 큰 고개 넘었다"""
20190630,중앙일보,채혜선(chae.hyeseon@joongang.co.kr),문 대통령 “오늘 만남으로 평화프로세스 큰 고개 하나 넘었다”
20190630,YTN,조은지,"문 대통령, DMZ에서 트럼프에게 '개성 공단' 설명"
20190630,YTN,,[현장영상] '화기애애' 김정은 위원장 배웅하는 문재인 트럼프 대통령
20190630,아시아경제,강진형,[포토]판문점서 만남 갖은 문재인 대통령-김정은 위원장-트럼프 대통령
20190630,중앙일보,임현동(hyundong30@joongang.co.kr),[서소문사진관]최초로 DMZ 동반 방문 트럼프와 문 대통령
20190630,YTN,,"[속보] 북 미 정상, 자유의 집에서 회동...문 대통령, 자리 안 해"
20190630,경향신문,이유진 기자 yjleee@kyunghyang.com,문재인-트럼프 대통령 한미 정상회담 공동 기자회견 실시간 시청률 20.88％
20190630,경향신문,김기남 기자,[경향포토] 오울렛 초소 찾은 문재인 대통령과 트럼프 대통령
20190630,경향신문,김기남 기자,[경향포토] 휴전선 북쪽 바라보는 문재인 대통령과 트럼프 대통령
20190630,경향신문,이보라 기자 purple@kyunghyang.com,"문 대통령 트럼프, DMZ 도착  ""어제 김정은 만나야겠다 생각, 촉박한 결정 성사"""
20190630,서울신문,강경민,[포토] DMZ서 北 바라보는 문재인 대통령과 트럼프 미국 대통령
20190630,YTN,,[영상] 보니파스 식당에 사인하는 문재인 트럼프 대통령
20190630,서울경제,박우인 기자,(속보)문 대통령 “위대한 변화를 만드는 주인공이 트럼프 대통령”
20190630,아시아경제,황진영,"[속보]문 대통령 ""공동경비구역, 대결과 분쟁의 상징에서 평화의 상징으로"""
20190630,부산일보,조경건,"문대통령, DMZ 오울렛 초소에서 트럼프에 '개성공단' 설명"
20190630,경향신문,김기남 기자,[경향포토] 오울렛 초소 방문한 문재인 대통령과 트럼프 대통령
20190630,매일경제,,문 대통령-트럼프 공동 기자회견 실시간 시청률 20.88％
20190630,경향신문,김기남 기자,"[경향포토] 문재인 대통령, 트럼프 대통령과 함께 '오울렛 초소' 방문"
20190630,아주경제,주진,"[속보] 문 대통령 트럼프, 판문점으로 이동 곧 김정은과 만나"
20190630,경향신문,김기남 기자,[경향포토] 양복입고 오울렛 초소 찾은 문재인 대통령과 트럼프 대통령
20190630,세계일보,장혜원,트럼프 김정은 판문점에서 15분간 회동 문 대통령 등 南 北 美 정상 한자리에
20190630,한국경제,뉴스룸,"[속보]문재인 대통령 트럼프, 판문점으로 이동 곧 김정은 만난다"
20190630,아주경제,주진,[일문일답] 문재인대통령 트럼프 대통령 공동기자회견
20190630,부산일보,조경건,"[속보] 문대통령-트럼프, DMZ 오울렛 초소 방문 뒤 판문점으로 출발 곧 김정은과 만나"
20190630,서울신문,김유민,[속보] 문 대통령-트럼프 DMZ 내 초소 도착
20190630,한국경제,뉴스룸,"[속보]문 대통령 트럼프, DMZ내 최북단 '오울렛' 초소 도착"
20190630,부산일보,조경건,"문재인 대통령-트럼프, DMZ 도착 오울렛 초소 방문"
20190630,경향신문,청와대사진기자단,[경향포토] 문재인대통령 과 트럼대통령 청와대에서 공동기자회견
20190630,부산일보,조경건,"[속보] 문대통령-트럼프, DMZ 내부 오울렛 초소 도착"
20190630,YTN,정치부,"문 대통령 ""66년 만에 판문점에서 미국과 북한 만나"""
20190630,한국경제,이미나(helper@hankyung.com),"문 대통령 ""트럼프, DMZ 방문해 김정은과 북미대화 집중"" 북한 매체 비난 의식했나"
20190630,한국경제,뉴스룸,"문재인 대통령 ""DMZ 판문점 만남, 한반도 평화프로세스에서 위대한 순간"""
20190630,매일경제,,"[전문] 문대통령 ""북미 판문점 상봉, 평화 향한 인류사 이정표 되길"""
20190630,국민일보,천금주 기자,"문 대통령 트럼프 대통령, 한미 정상회담 마치고 DMZ로 각각 출발"
20190630,부산일보,조경건,"한미 정상회담 마친 문재인 대통령 트럼프, DMZ로 출발"
20190630,중부매일,임정기 기자,"문 대통령, 트럼프 미 대통령과 한미 정상회담"
20190630,아시아경제,황진영,"문 대통령 ""66년만에 판문점에서 북미 악수할 것"" 트럼프 ""굉장히 좋은 기회""(종합2보)"
20190630,부산일보,조경건,"문재인 대통령 ""정전선언 66년만에 판문점서 북미정상 악수할 것"""
20190630,YTN,,[속보] 문재인 대통령 전용 헬기 DMZ 향해 이륙
20190630,동아일보,박태근,[속보] 문재인 대통령 전용 헬기 DMZ 향해 이륙
20190630,서울경제,양지윤 기자,"문 대통령 ""정전선언 66년만에 판문점에서 北美 만나"""
20190630,아시아경제,황진영,"[속보]문 대통령 ""DMZ 만남, 역사적인 위대한 순간 될 것"""
20190630,국민일보,문동성 기자,"문 대통령 “북미 정상, 오늘 판문점서 평화 위한 악수하게 될 것”"
20190630,경향신문,청와대사진기자단,[경향포토] 회담하는 문재인대통령과 트럼프대통령
20190630,아시아경제,김동표,"문 대통령 ""3차 북 미정상회담 시기, 오늘 DMZ 회동에 달려"""
20190630,한국경제,이미나(helper@hankyung.com),"트럼프 대통령 ""DMZ 방문 김정은 만날 것"" 문재인 대통령 ""오늘은 북미대화에 집중"""
20190630,아시아경제,황진영,"[속보]문 대통령 ""남북 정상간 대화는 다음에 추진"""
20190630,중앙일보,한영혜(han.younghye@joongang.co.kr),"문대통령 ""저도 DMZ 초대받았지만 대화 중심은 북미"""
20190630,아시아경제,김동표,"문 대통령 ""66년만에 북 미정상 판문점에서 만난다""(2보)"
20190630,매일경제,,"[종합] 트럼프 ""김정은 짧게 만날 거로 알아"" 문 대통령 ""좋은 결실 기대"""
20190630,매일신문,황희진,"[속보] 문재인 대통령 ""오늘 트럼프-김정은 만남 중심은 북미 대화, 저는 판문점에 초대 받았다"""
20190630,매일경제,디지털뉴스국,"[종합] 문재인 대통령 ""정전선언 66년만에 판문점서 북한과 미국 만나"""
20190630,매일경제,디지털뉴스국,"[3보] 문재인 대통령 ""정전선언 66년만에 판문점서 북한과 미국 만나"""
20190630,아시아경제,김동표,"문 대통령 ""김정은-트럼프, 오늘 DMZ에서 만난다"""
20190630,한겨레,성연철,[속보] 문 대통령 “정전 66년만에 판문점서 북-미 정상 만난다”
20190630,서울신문,오달란,"[속보]문대통령 “북미정상, 판문점에서 만난다”"
20190630,전자신문,성현희,"문 대통령 ""66년만에 북미 정상이 만나 평화의 악수를 하게 될 것"""
20190630,아시아경제,황진영,"문 대통령 ""66년만에 판문점에서 북미 악수할 것"""
20190630,아시아경제,황진영,"[속보]문 대통령 ""66년만에 판문점에서 북미 악수할 것"""
20190630,경향신문,정제혁 기자 jhjung@kyunghyang.com,[속보]문 대통령 “정전선언 66년 만에 판문점서 북한과 미국 정상 만난다”
20190630,매일신문,황희진,"[속보] 문재인 대통령 ""트럼프, 김정은 판문점에서 악수한다"""
20190630,서울신문,김유민,"문 대통령-트럼프, 정상회담 끝낸 후 DMZ로 향해"
20190630,아시아경제,황진영,"[속보]문 대통령 ""66년 만에 판문점에서 미국과 북한 만나"""
20190630,매일경제,,"문 대통령-트럼프, 정상회담 종료 공동기자회견 후 DMZ로 향해"
20190630,YTN,,[속보] 문재인 대통령 먼저 모두 발언...이후 트럼프 대통령 발언
20190630,한국경제,이미나(helper@hankyung.com),"트럼프 대통령 ""문재인 대통령과 DMZ 방문"" 판문점서 김정은 손 잡을까"
20190630,아시아경제,황진영,"문 대통령 ""오늘 역사적인 순간 맞을 듯"" 트럼프 ""김정은과 짧게 만날 듯""(종합)"
20190630,아시아경제,황진영,"문 대통령 ""오늘 역사적인 순간 맞이하는 것 같다"""
20190630,경향신문,청와대사진기자단,[경향포토] 웃으며 악수하는 문재인 대통령과 트럼프 대통령
20190630,부산일보,조경건,"DMZ ‘남북미 회동’ 성사 문대통령 트럼프, 김정은 만남 위해 판문점 출발"
20190630,전자신문,안영국,"문 대통령, “한반도 평화프로세스 정착되면 한미동맹 위대한 동맹 될 것”"
20190630,중앙일보,이지영(lee.jiyoung2@joongang.co.kr),"문 대통령-트럼프, 소인수회담 종료 확대회담 겸 업무오찬 시작"
20190630,경향신문,정제혁 기자 jhjung@kyunghyang.com,[속보] 문 대통령 “트럼프 김정은 DMZ 악수는 역사적 사건 될 것”
20190630,KBS,윤창희,"[풀영상] 문 대통령 “트럼프, DMZ서 김정은 만나면 역사적 장면될 것”"
20190630,세계일보,,"트럼프 ""문대통령과 DMZ 방문 北도 만나고 싶어한다"""
20190630,한겨레,이완,[속보]문 대통령 “DMZ 동행 오늘 대화 중심은 미국과 북한”
20190630,국민일보,문동성 기자,"문 대통령, “트럼트-김정은 DMZ서 악수한다면 역사적 사건”"
20190630,세계일보,김현주,"문 대통령 ""트럼프 대통령 한국인들에게 큰 희망 줬다"""
20190630,서울신문,오달란,문대통령 “나도 DMZ 동행 트럼프 김정은 악수하면 역사적 장면”
20190630,아시아경제,황진영,"문 대통령 ""군사분계선 북미 정상 악수, 그 모습 만으로 역사적인 장면""(종합)"
20190630,전자신문,성현희,"한미정상회담 시작 문 대통령 ""DMZ서 트럼프?김정은 악수하면 역사적 장면"""
20190630,매일경제,디지털뉴스국,"[종합] 문재인 대통령 ""나도 DMZ동행 트럼프 김정은 악수하면 역사적 장면"""
20190630,매일경제,디지털뉴스국,"[2보] 문재인 대통령 ""트럼프-김정은 군사분계선서 악수한다면 역사적 장면"""
20190630,매일경제,디지털뉴스국,"[속보] 문재인 대통령 ""나도 DMZ 동행 오늘 대화의 중심은 미국과 북한"""
20190630,아시아경제,황진영,"[속보]문 대통령 ""트럼프, DMZ에서 김정은 만나면 한반도 평화 큰 디딤돌"""
20190630,매일경제,디지털뉴스국,"[1보] 문재인 대통령 ""트럼프 대통령 트윗 통해 전 세계에 큰 희망 줘"""
20190630,매일경제,디지털뉴스국,트럼프 미국 대통령 청와대 도착 문재인 대통령과 곧 정상회담
20190630,한국경제,뉴스룸,"[속보] 트럼프, 청와대 도착 문 대통령과 곧 정상회담"
20190630,국민일보,문동성 기자,"트럼프, “DMZ로 문 대통령과 함께 가 김정은과 인사 나눴으면”"
20190630,아시아경제,황진영,"트럼프 ""문 대통령과 DMZ 간다 오랫동안 계획""(종합)"
20190630,국민일보,김남중 기자,트럼프 “오늘 문 대통령과 DMZ 간다” 기업인 간담회서 밝혀
20190630,국민일보,이영미 기자,[속보] 트럼프 “문 대통령과 DMZ 함께 간다 김정은 만나길 기대”
20190630,매일경제,,"[속보] 트럼프 ""문재인 대통령과 굉장히 좋은 관계"""
20190630,전자신문,성현희,"트럼프 ""문 대통령과 DMZ 동행 김정은과 인사 나누고 싶다"""
20190630,YTN,임성호,"문 대통령 ""트윗 하나로 전세계 흔들어""...트럼프 ""北에서 연락받아"""
20190630,YTN,,"문 대통령 ""트럼프, 트윗 하나로 전 세계를 뒤흔들었다"""
20190630,머니투데이,사진부|기자,[사진]기념촬영하는 문재인-트럼프 한 미 대통령
20190630,머니투데이,사진부|기자,[사진]환담하는 문재인-트럼프 한 미 대통령
20190630,YTN,우철희,"문 대통령 ""김정은과 DMZ 만남 성사되면 역사적 사건"""
20190630,머니투데이,사진부|기자,[사진]만찬 마친 문재인-트럼프 한 미 대통령
20190629,한국일보,손현성,"문 대통령, 30일 트럼프 DMZ 방문에 동행할 듯"
20190629,한국일보,류효진,"문재인 대통령, G20 일정 마치고 귀국 오늘 트럼프와 만찬"
20190629,한국일보,"이동현
기자","문 대통령 “한반도 평화경제 시대, 세계 경제에 새 성장동력”"
20190629,한국일보,"이동현
기자","트럼프, 문 대통령에 “김정은 만남 트윗 보셨나, 함께 노력하자”며 엄지 척"
20190629,서울신문,신진호,"문 대통령 “트럼프 대통령, 트윗 하나로 전세계 뒤흔들었다”"
20190629,부산일보,조경건,문대통령-트럼프 청와대서 만찬 '김정은과 만남'에 긍정적 공감대
20190629,경향신문,정제혁 기자 jhjung@kyunghyang.com,"문 대통령과 트럼프 “김정은과의 만남은 좋은 일”, 청와대 “대화 물꼬 트는 중요한 계기 될 것”"
20190629,경인일보,이성철,"문 대통령, 트럼프 DMZ 방문길 동행할 예정"
20190629,경향신문,정제혁 기자 jhjung@kyunghyang.com,"문 대통령, 30일 트럼프 대통령과 DMZ 방문 역사적인 남 북 미 정상 회동 이뤄지나"
20190629,아시아경제,황진영,"문 대통령, 트럼프와 DMZ 동행 남북미 정상 '깜짝 만남' 성사되나(종합)"
20190629,중앙일보,배재성(hongdoya@joongang.co.kr),문 대통령 트럼프 靑 만찬 종료 트럼프 숙소로 이동
