일자,언론사,기고자,제목
20201130,대전일보,송충원,"문 대통령, ""집단이익 아닌 공동체 이익 받들어야""... 추-윤 언급 없었으나, 사실상 검찰에 경고"
20201130,대전일보,백승목,"[전격인터뷰]이상민 ""문 대통령, 하루 빨리 추 윤 동반퇴진 시켜야"""
20201130,중도일보,신가람 기자,"문 대통령 ""공직자들, 선공후사의 자세로 시대 개척해야""."
20201130,세계일보,이동준,문 대통령 “대한민국 옳은 방향으로 간다는 자신감 국민이 가져 주시길” [전문]
20201130,YTN,차정윤,"문 대통령 ""재외공관장, 한반도 평화 향한 세계 공감 이끌어 주길"""
20201130,조선일보,"정우상 기자
정우상 기자  안준용 기자","지지율 하락에 초조한 문대통령, 秋 尹 동반퇴진 고민"
20201130,경향신문,김형규·이주영·김유진 기자  fidelio@kyunghyang.com,정 총리 '추 윤 동반사퇴' 제안...문 대통령의 선택은?
20201130,경향신문,심진용 기자  sim@kyunghyang.com,문 대통령 침묵에 노무현 소환 여야 ‘난타전’
20201130,KBS,정창화,문 대통령 “공직자 선공후사” 정 총리 “윤석열 자진사퇴해야”
20201130,한국경제,강영연(yykang@hankyung.com),"문 대통령 ""한반도 평화는 시대적 소명 세계의 지지 모아달라"""
20201130,경향신문,김유진·이주영 기자  yjkim@kyunghyang.com,"정 총리, 문 대통령에 ‘추 윤 동반사퇴’ 건의"
20201130,한겨레,노지원,"정 총리, 문 대통령 만나 ‘윤석열 추미애 동반사퇴’ 건의"
20201130,YTN,임장혁,"정 총리, 문 대통령에게 ""윤 총장 자진사퇴 불가피"" 의견 제시"
20201130,OBS,최진만,"정세균 총리, 문 대통령에 '秋-尹 동반 사퇴' 필요성 피력"
20201130,OBS,김민주,"국민의힘 ""문 대통령 침묵, 결자해지해야"""
20201130,매일신문,정욱진,추-윤 갈등 속 문재인 대통령 지지율 상승
20201130,아시아경제,김효진,"정총리, 문대통령에 '추미애-윤석열 동반사퇴' 방안 언급"
20201130,YTN,나연수,"[속보] 정세균 총리, 문 대통령에게 ""윤 총장 자진사퇴 불가피"""
20201130,KBS,정창화,조기축구 최재성 수석 사과 문 대통령 “공직사회 마음가짐”
20201130,전북도민일보,청와대=이태영 기자,문 대통령 “공직자는 오직 국민에게 봉사 마음가짐 가다듬어라”
20201130,중부일보,이진원,"안철수, 문재인 대통령에 '여야대표 회동' 제안"
20201130,한겨레,이완,문 대통령 짐 덜어준 ‘동반사퇴론’ 정 총리가 대신 총대 메나
20201130,YTN,나연수,尹에게 하는 말?...'선공후사 개혁' 강조한 문 대통령
20201130,중부일보,김재득,"문재인 대통령 ""진통 따르더라도 개혁해야"""
20201130,서울신문,이보희,"조수진 “문 대통령, 긴 침묵 끝 유체이탈식 발언만”"
20201130,디지털타임스,김광태,"문대통령, 윤석열 언급 없이 ""진통 따르더라도 과감히 개혁"""
20201130,한라일보,연합뉴스 기자  hl@ihalla.com,"문대통령 ""진통 따르더라도 개혁해야"""
20201130,한국경제,김형호(chsan@hankyung.com);강영연(yykang@hankyung.com),"문재인 대통령 ""공직자는 선공후사해야"" 尹 겨냥했나"
20201130,MBC,이정신,"문 대통령 ""선공후사 낡은 것과 과감히 결별해야"""
20201130,매일경제,이상규,"[종합] 尹 직무배제 엿새만에 입 연 문 대통령 ""진통 따르더라도 개혁해야"""
20201130,매일경제,고득관,"문 대통령 ""공직자, 집단 아닌 공동체 이익 받들어야"" 검찰 우회 비판"
20201130,YTN,차정윤,"문 대통령 ""공직자는 선공후사 자세로""...검찰 겨냥 '해석'"
