일자,언론사,기고자,제목
20151231,MBC,,"박근혜 대통령 신년사 ""경제에 활력, 일자리 만들어갈 것"""
20151231,한겨레,김태규,박근혜 대통령의 한 일 과거사 발언 변천사
20151231,세계일보,이우승,"박 대통령, 2016년 새해엔 4대 개혁 완수 강조"
20151231,세계일보,박태훈,"박 대통령 ""공공 노동 금융 교육 4대 개혁 완수해 미래기반 마련하겠다""며 신년사 발표"
20151231,매일경제,남기현,박 대통령 신년사 핵심은 ‘4대개혁 완수와 일자리’
20151231,파이낸셜뉴스,조창원,"[2016 신년 메시지] 박근혜 대통령 ""4대개혁 완수해 성장 기반 마련"""
20151231,MBC,조영익,"박 대통령 신년사 발표 ""변화 혁신에 국민 동참"""
20151231,국민일보,이종선 기자,日 언론 “위안부 문제 박 대통령이 결단 北 위협이 주 요인”
20151231,부산일보,,"[신년사] 박근혜 대통령 ""3개년 경제혁신 마무리 4대 개혁 완수"""
20151231,중부매일,김성호 기자,박근혜 대통령 직무평가 잘함(35.7%) vs 잘못함(53.6%)
20151231,서울경제,서정명,"[2016 신년사] 박근혜 대통령, 4대개혁 완수해 미래 30년 성장기반 마련하겠다"
20151231,서울경제,서정명,박 대통령 “4대 개혁 반드시 완수해 미래 30년 성장기반 마련할 것”
20151231,KBS,최동혁,박 대통령 신년사 “경제 혁신 4대 개혁 완수”
20151231,YTN,,"박근혜 대통령 ""창조경제 문화융성 뿌리내려 활력 일자리 만들 것"""
20151231,내일신문,,박근혜 대통령 2016년 화두
20151231,경인일보,정의종기자 jej@kyeongin.com,"박근혜 대통령, 소외층과 스포츠 문화 융복합공연 관람"
20151231,중부일보,중부일보,"박근혜 대통령 신년사 ""4대 개혁 완수로 국가발전 토대 마련"""
20151231,YTN,,2015 정치권 어워드...'어록 제조상' 박근혜 대통령
20151231,내일신문,,박 대통령 “4대개혁 반드시 완수”
20151231,아주경제,최신형,"안철수, 軍위안부 협상에 “박근혜 대통령 사죄해야” 대여공세 수위↑"
20151231,아주경제,홍준성,"표창원,인질범도 문재인 탓?..""면도칼 공격은 박근혜 대통령 탓이냐?"""
20151231,파이낸셜뉴스,조창원,"박 대통령 신년사 ""경제혁신 3개년 마무리로 경제활력과 일자리 만들 것"""
20151231,전자신문,성현희,[2016 신년사]박근혜 대통령
20151231,한국일보,유명식,이재정 “박 대통령은 ‘공포(공교육 포기) 대통령’”
20151231,한국일보,,"박 대통령 신년사 ""개혁 완수해 미래성장 기반 마련"""
20151231,제민일보,정성한 기자,"박근혜 대통령, 2016년 신년사"
20151231,경향신문,이용욱 기자 woody@kyunghyang.com,"박 대통령 신년사 ""평화통일 한반도 시대로 나아갈 것"""
20151231,아시아경제,신범수,[전문]박근혜 대통령 2016년 신년사
20151231,헤럴드경제,최상현 기자,박근혜 대통령 신년사 전문
20151231,헤럴드경제,최상현 기자,박근혜 대통령 2016년 신년사 전문“노동분야 등 4대개혁 반드시 완수 미래 30년 성장 기반 마련하겠다”
20151231,헤럴드경제,최상현 기자,"박 대통령, “4대 개혁 완수 미래 30년 성장 기반 마련”"
20151231,디지털타임스,,"박근혜 대통령, ""경제혁신 4대개혁 완수  활력 일자리 만들것"""
20151231,SBS,김정인 기자/europa@sbs.co.kr,박 대통령 '4대 개혁 완수로 30년 성장기반 마련'
20151231,SBS,,[뉴스브리핑] 2015 정치권 달군 '말 말 말' 박 대통령 '배신의 정치'
20151231,YTN,,"뉴욕타임스, ""아베 총리 보다 박 대통령이 더 큰 반발 직면"""
20151231,중앙일보,온라인중앙일보,"표창원 인터뷰, 문재인 대표 관련 질문에 일침 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"표창원 인터뷰, 문재인 대표 관련 질문에 역공펼쳐 화제 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"표창원 인터뷰, 문재인 대표 관련 질문에 역공펼쳐 ""박대통령과 똑같은 상황"""
20151231,중앙일보,온라인중앙일보,"표창원 인터뷰, 문재인 대표 관련 질문에 역공펼쳐 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"'표창원 인터뷰' 화제, 문재인 대표 관련 질문에 역공펼처 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"표창원 인터뷰 화제, 문재인 대표 관련 질문에 역공 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"'표창원 인터뷰' 화제, 문재인 대표 관련 질문에 역공 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"'표창원 인터뷰' 주목, 문재인 대표 관련 질문에 역으로 ""박대통령은?"""
20151231,중앙일보,온라인중앙일보,"'표창원 인터뷰' 화제, 문재인 대표 관련 질문에 역으로 ""박대통령은?"""
