일자,언론사,기고자,제목
20121219,아주경제,남궁진웅,최초의 여성 대통령 박근혜
20121219,아주경제,강정숙,<첫 여성 대통령 박근혜 시대> 박근혜식 '신뢰외교' 한반도 안보격량 잠재울지 주목
20121219,아주경제,남궁진웅,박근혜 정몽준에 귓속말 ‘대통령 될 것 같아’
20121219,아주경제,남궁진웅,제18대 대통령 당선자 박근혜
20121219,아주경제,전기연,"<18대 대선> 이 대통령, 박근혜 후보와 전화통화 ""당선 축하한다"""
20121219,아주경제,전기연,"<18대 대선> 박근혜 후보, 새누리당 당사 도착"
20121219,아주경제,전기연,"<18대 대선> 박근혜 후보, 자택서 새누리당 당사로 이동 (1보)"
20121219,아주경제,홍준성,대한민국 첫 여성대통령 탄생..박근혜 당선 확실
20121219,아주경제,이수연,"<아주방송 동영상> 출구조사, 새누리당 박근혜 후보 우세"
20121219,세계일보,,박근혜 '첫 여성 부녀대통령' 시대 열다
20121219,세계일보,뉴스팀,"박근혜, 당선 확실 '한국 최초 여성 대통령'"
20121219,세계일보,,"방송 3사, '박근혜 새누리당 후보 당선 확실' 예측"
20121219,세계일보,,"방송 3사, '박근혜 새누리당 후보 당선 확실' 예측"
20121219,세계일보,,"[사설] 첫 여성 대통령, 박근혜 당선인이 가야 할 길"
20121219,아시아경제,최우창,[포토]대화중인 박근혜 후보-황우여 대표
20121219,전북도민일보,뉴스1,새누리 박근혜 후보 제18대 대통령 당선 확실시
20121219,전북도민일보,뉴스1,"박근혜, 제18대 대통령 당선 확실 '최초의 여성 대통령'"
20121219,충북일보,인터넷뉴스부,"들뜬 새누리, ""박근혜! 대통령!"" 연호"
20121219,충북일보,성홍규,[전문]새누리당 박근혜 후보 기자회견문
20121219,매일경제,이준희,"[선택 2012] 박근혜 삼성동 자택 ""대통령 박근혜"" 연호"
20121219,매일경제,,"새누리당 당사에 나타난 박근혜, 승리선언은 아직"
20121219,문화일보,,"“박근혜, 제18대 대통령 당선 확실 유력”"
20121219,머니투데이,진상현|기자,"李대통령, 박근혜 후보에게 당선 축하 전화"
20121219,머니투데이,김익태|기자,박근혜 당선 확실  사상 첫 여성 대통령 탄생 앞둬
20121219,경향신문,,[사설]박근혜 대통령 당선자의 과제
20121219,경향신문,디지털뉴스팀,"새누리, 승리 자축 “박근혜 대통령” 연호"
20121219,경향신문,박민규,[경향포토]투표하는 박근혜 새누리당 후보
20121219,경향신문,,"[박근혜 대통령을 만든 사람들]위기마다 영입한 인사들, 개혁 이미지로 지지층 확대에 기여"
20121219,서울경제,,"[긴급] 박근혜, 18대 대통령 당선 유력"
20121219,서울경제,정영현,[박근혜 대통령 당선] 세계 언론 반응
20121219,서울경제,이병관,[박근혜 대통령 당선] 한중 외교
20121219,서울경제,한동훈,[박근혜 대통령 당선] 경기부양 기대감 당분간 상승 기류
20121219,서울경제,이학인,[박근혜 대통령 당선] 한미 동맹ㆍ경제적 유대 공고해질것
20121219,아시아경제,최우창,"[포토]박근혜 후보, 제18대 대통령 확실"
20121219,아시아경제,최우창,[포토]제18대 대통령 박근혜 후보 당선 확실
20121219,파이낸셜뉴스,조창원,[첫 여성 대통령 박근혜]박근혜 당선 확실
20121219,파이낸셜뉴스,조창원,[첫 여성 대통령] 박근혜 과반득표 ‘첫 여성대통령’
20121219,파이낸셜뉴스,전용기,"[첫 여성 대통령] 청와대 “박근혜 당선, 국민대통합과 국민행복으로 이어지길”"
20121219,파이낸셜뉴스,"김범석
기자",[박근혜 척 여성대통령] ‘투표율 70% 넘으면 불리’ 예상 깬 승리 朴 ‘지옥 천국’ 오가
20121219,파이낸셜뉴스,,[18대 대선] 새누리당 대선후보 박근혜
20121219,제민일보,,"들뜬 새누리, “박근혜! 대통령!” 연호"
20121219,한국일보,,박근혜 18대 대통령 당선인 프로필
20121219,한국일보,,[사설] 박근혜 대통령 당선인에 바란다
20121219,전자신문,이호준,"[2012 대선]박근혜 후보, 첫 `과반 대통령` 확실시"
20121219,머니투데이,베이징=홍찬선|특파원,中 신화통신 '박근혜 한국 최초 대통령' 보도
20121219,한겨레,,박근혜 18대 대통령 당선 확실
20121219,한겨레,조혜정,박 “다시 한번 잘 살아보세 신화 이루겠다” /문 “국민 눈물 닦아주는 힐링대통령 될것”
20121219,충청일보,조신희,새누리당 대선후보 박근혜의 밝은 표정
20121219,충청일보,조신희,투표하는 박근혜 새누리당 대선후보
20121219,충청일보,조신희,"새누리당 대선후보 박근혜 ""겸허한 마음으로 국민의 선택 기다릴 것"""
20121219,한라일보,,박근혜 18대 대통령 당선 첫 여성 대통령
20121219,SBS,,박근혜 후보 18대 대통령 당선 확실
20121219,SBS,이민주,"이 대통령, 박근혜 후보와 전화통화...""축하합니다"""
20121219,아시아경제,명진규,[박근혜시대]박근혜 대통령 당선...'급진 개혁' 보다 '성장' 택한 유권자
20121219,파이낸셜뉴스,,[첫 여성 대통령]박근혜 대통령 당선자 주요 경제공약
20121219,파이낸셜뉴스,,[첫 여성 대통령] 박근혜의 사람들은 누구.. 각계 인맥 대해부
20121219,파이낸셜뉴스,,[첫 여성 대통령] 박근혜의 사람들은 누구.. 각계 인맥 대해부
20121218,아주경제,남궁진웅,박근혜 “첫 여성 대통령 되겠다”
20121218,아주경제,송지영,"WP ""박근혜는 여성 대표 아닌 아버지 후광"""
20121218,아주경제,박성대,"문재인 ""힐링 대통령 될 것"" vs 박근혜 ""'잘 살아보세' 신화 이루겠다"""
20121218,아주경제,박재홍,<대선후보 18일(火) 일정> 새누리당 박근혜 후보
20121218,중앙일보,,박근혜 “최초 여성 대통령으로 ‘잘 살아보세’ 신화 이루겠다.”
20121218,매일경제,,[전문] 박근혜 새누리당 대통령후보 기자회견문
20121218,경향신문,이영경,"새누리당, 노동계 동의 없이 박근혜 후보 지지 조작"
20121218,중부매일,임정기,"박근혜, ""국민과의 약속 지키는 대통령 되겠다"""
20121218,KBS,김상협,박근혜 “민생을 챙기는 첫 여성 대통령 될 것”
20121218,헤럴드경제,정덕상 기자,박근혜대통령? 문재인대통령? 19일 밤 11시돼야 윤곽
