일자,언론사,기고자,제목
20170930,아시아경제,이민찬,"문 대통령, 청와대서 추석 차례 지방 전통마을 방문"
20170930,OBS,이수강,"문 대통령, 추석 근무자에 감사 전화 교통 통신원 역할도"
20170930,울산매일,디지털미디어국,"문 대통령, 미국 CNN 방송과 인터뷰"
20170930,울산매일,디지털미디어국,"문 대통령, 미국 CNN 방송과 인터뷰"
20170930,YTN,,"문재인 대통령, 청와대 관저에서 차례...전통마을 방문"
20170930,서울신문,장은석,"문 대통령, 추석 연휴 택배기사 등에 깜짝 감사전화 라디오 교통통신원 역할도"
20170930,강원일보,유병욱,문 대통령 “국가에 헌신한 분들 보훈 약속”
20170930,한국일보,,[별점평가단]문재인 대통령과 여야 4당 대표 회동 평가
20170930,강원도민일보,남궁창성,문 대통령 “경찰관 소방관 등 업무분담 줄이겠다”
20170930,강원도민일보,남궁창성,문 대통령 지지도 65% 전주 대비 5%p 하락
20170930,국제신문,,순직 유가족과 함께한 문 대통령
20170930,중도일보,금상진 기자,"[영상]""어떤 대통령으로 기억되고 싶나요""라는 질문에 문 대통령의 대답은?"
20170930,중도일보,조훈희 기자,"문 대통령, 미국 CNN 방송과 인터뷰"
20170929,아시아경제,이민찬,"문 대통령 ""국민 생명 안전에 헌신한 분들 챙기는 사회 만들어야"""
20170929,아시아경제,이민찬,"문 대통령, 추석 연휴 교통 상황 전한다 재래시장 전통마을 방문"
20170929,매일신문,최경철 기자,"문 대통령 ""복귀 중 총탄 사망 병사 진상조사"" 지시"
20170929,한국일보,김회경,문 대통령 “국민 위해 헌신하신 분들 국가가 잊지 않고 함께 ”
20170929,한국일보,정상원,문 대통령 지지율 5%P 하락한 65%
20170929,국민일보,박상은 기자,"“문 대통령, 철원 총기사고 특별수사 직접 지시”"
20170929,YTN,권민석,"추석 앞두고 유족 만난 문재인 대통령 ""전사 순직자 국가가 기억"""
20170929,KBS,KBS,문 대통령 “국가에 헌신 제대로 보훈”
20170929,헤럴드경제,김수한 기자,철원 병사 사망사건 특별수사는 문대통령의 직접 지시
20170929,한겨레,김보협,"문 대통령, 명절 앞두고 전사 순직자 유가족 위로"
20170929,한겨레,김지은,"문 대통령 ‘자유로운 방문 보장’ 공언에도 일부 조선적 동포, 추석때 고국 방문 못해"
20170929,OBS,오민나,"""문 대통령, 철원 병사 사망 사고 조사 직접 지시"""
20170929,OBS,김대희,"문 대통령, 전사 순직자 유가족 초청 ""잊지 않고 예우"""
20170929,YTN,권민석,"추석 앞두고 유족 만난 문재인 대통령 ""전사 순직자 국가가 기억"""
20170929,한국경제,유승호,"홍준표 ""문 대통령 주사파 말만 들으면 안돼"""
20170929,서울경제,민병권 기자,1년만에 문 대통령에게 돌아온 故윤영하 소령 유가족 위문편지
20170929,경향신문,손제민 기자 jeje17@kyunghyang.com,문 대통령의 복심 양정철 전 비서관 일시 귀국 “대통령 만날 계획 없다”
20170929,부산일보,이승훈,'문재인 대통령 참수부대 모집' 일베 게시글 내사 착수
20170929,서울경제,김연주 기자,"'문재인 대통령 참수부대 모집' 경찰, 일베 게시글 수사 착수"
20170929,경향신문,청와대사진기자단,[경향포토]문재인 대통령의 추석 선물 공개
20170929,경향신문,정희완 기자 roses@kyunghyang.com,"경찰, ‘문재인 대통령 참수부대 모집’ 일베 게시글 수사 착수"
20170929,매일경제,,"청와대 ""문 대통령 철원 병사 사망사고 특별수사 직접 지시"""
20170929,헤럴드경제,한영훈 기자,CNN “문재인 대통령 ‘소통 롤 모델’은 오바마”
20170929,YTN,,"문재인 대통령, 추석 앞두고 전사 순직자 유가족 격려"
20170929,경향신문,김지환 기자 baldkim@kyunghyang.com,"문 대통령, ‘철원 총기사고’ 진상규명 주문"
20170929,YTN,김도원,"靑 ""총탄 사망 특별수사, 문 대통령 지시"""
20170929,서울경제,이태규 기자,문 대통령 “내년부터 소방관 등 공무원 인력 본격 확대”
20170929,한국경제,손성태,"문 대통령, 추석 연휴 기간 중 일일 교통통신원 체험"
20170929,경향신문,손제민·김지환 기자 jeje17@kyunghyang.com,"문 대통령, 추석 앞두고 제2연평해전 유족 등 초청, 1일 교통통신원 역할도"
