일자,언론사,기고자,제목
20171231,한국일보,정지용,"문 대통령, 무술년 첫 날 ‘2017년 의인’들과 산행"
20171231,OBS,오민나,"문 대통령, 내일 '의인'들과 산에서 새해 맞이"
20171231,한겨레,성연철,문 대통령 “최우선 목표는 삶의 질 개선”
20171231,경상일보,이형중 기자,[문재인 대통령 신년사]“국민 삶의질 개선 최우선 국정목표”
20171231,한국경제,배정철,"[신년사] 추미애 더불어민주당 대표 ""적폐청산서 개혁까지 문재인 정부 버팀목 되겠다"""
20171231,서울신문,신성은,"문 대통령, 새해 첫날 해맞이 산행으로 2018년 시작"
20171231,서울신문,장은석,"문재인 대통령, 새해 첫날 해맞이 산행으로 시작 시민들과 떡국 먹고 덕담"
20171231,서울신문,장은석,"문 대통령, 외국 정상들에 연하장 발송 푸틴 “한국과 관계 강화 희망” 축전"
20171231,매일경제,디지털뉴스국,"문 대통령, 새해 첫날 해맞이 산행 2일 청와대서 신년 인사회"
20171231,아주경제,신희강,"문 대통령, 2018년 첫날 해맞이 산행 신년 인사회 산업현장 시찰 수행"
20171231,한겨레,성연철,문 대통령 새해 일정 의인들과 해맞이 산행 산업현장 방문
20171231,OBS,오민나,"문 대통령, 외국 정상들에게 연하장 발송"
20171231,YTN,김도원,"문재인 대통령, 의인들과 새해 해맞이 산행"
20171231,아시아경제,이민찬,"靑 ""문 대통령, 각국 정상들에게 연하장 발송"""
20171231,경향신문,김지환 기자 baldkim@kyunghyang.com,문 대통령 새해 일정 해맞이 산행 신년 인사회 산업현장 시찰
20171231,경향신문,김지환 기자 baldkim@kyunghyang.com,"문 대통령, 이달 초 외국 정상들에게 연하장 발송"
20171231,매일경제,,"靑 ""문 대통령, 이달 초 각국 정상에게 연하장 일괄 발송"""
20171231,중앙일보,허진,산행으로 새해 시작하는 문 대통령 2일 청와대 신년 인사회
20171231,중앙일보,최선욱,‘김근태 추모식'에 참석 못한 문 대통령이 전화로 전한 말
20171231,YTN,김종욱,"푸틴, 문재인 대통령에 신년 인사 ""관계 강화 희망"""
20171230,매일신문,,"문재인 대통령 신년사 ""국민 삶의 질 개선 최우선, 적폐 청산도 계속"""
20171230,국민일보,이상헌 기자,"청와대, ‘청쓸신잡’ 2부 공개...문 대통령 평창올림픽 위해 강제 PPL까지"
20171230,경인일보,양형종,美외교잡지 문 대통령 '올해의 균형자' 선정? 알고 보니 풍자
20171230,중앙일보,위문희,"‘올해의 균형자’ 문 대통령, 알고보니 풍자"
20171230,서울경제,이태규 기자,"문 대통령, 새해 2일 신년인사회 4대 그룹 참석"
20171230,한국경제,고경봉,"김명환 민주노총 위원장 ""문 대통령 만나 한상균 사면 요청하겠다"""
20171229,한국일보,정준호,김명환 새 민노총 위원장 “문 대통령과 면담 원해”
20171229,한국일보,양원모,"정봉주 “복권, 실감 안 나 문 대통령께 진심으로 감사”"
20171229,한겨레,김보협,문 대통령이 재벌 대하는 방식? 각계인사 한번에 ‘신년인사’
20171229,경향신문,김지환·선명수 기자 baldkim@kyunghyang.com,"[문재인 정부 첫 특사]문 대통령, 6444명 ‘장발장 특사’ 용산참사 25명도 포함"
20171229,서울신문,오세진,"문 대통령, 다음 달 2일 각계 대표들과 신년인사회 전경련 제외"
20171229,서울경제,이태규 기자,"문 대통령, 새해 2일 신년인사회 4대 그룹 참석"
20171229,경향신문,김지환 기자 baldkim@kyunghyang.com,"문 대통령, 1월2일 신년 인사회 연다"
20171229,경인일보,박주우,문대통령 첫 사면 '서민생계형' 6천444명 중 일반형사범이 99%
20171229,부산일보,디지털본부17,"정봉주는 특별사면됐는데 통진당 이석기 가족 ""문 대통령 지지 후회"""
20171229,한국경제,,"김명환 민주노총 위원장 당선자 ""문 대통령에게 면담 요청"""
20171229,경향신문,김상범·최미랑 기자 ksb1231@kyunghyang.com,한상균 후임으로 뽑힌 민주노총 김명환 차기 위원장 “문재인 대통령과의 면담을 청한다”
20171229,YTN,,"문재인 대통령, 양승태 전 대법원장에게 서훈"
20171229,광주일보,임동욱,"“위안부 합의 중대한 흠결” 문대통령, 재협상 시사"
20171229,광주일보,김형호,문대통령 지지율 67.7%
20171229,경인일보,박주우,문대통령 첫 사면 '서민생계형' 반부패 경제민주화 원칙 고수
20171229,한라일보,고대로기자 bigroad@ihalla.com,문대통령 첫 특별사면 강정주민 제외
20171229,서울경제,박재영 기자,"‘청라 7호선 연장’ 실현? 6개 정거장 건립 내용 “2021년 착공, 2026년 개통” 문 대통령 ‘공약’"
20171229,한국경제,조미현,"[청와대 오늘은] 문재인 대통령, 올해 마지막 연차 관저서 가족과 휴식"
20171229,국민일보,정지용 기자,"문재인 대통령 첫 특별사면 ‘BBK’ 정봉주 복권, 정치인 중 유일"
20171229,강원일보,유병욱,문 대통령 오늘 연차휴가
20171229,한국경제,조미현,"문재인 대통령, 원자력안전위원장  권익위 부위원장 임명"
20171229,아시아경제,이민찬,"문 대통령, 원자력안전위원장에 강정민 美 NRDC 선임연구위원(속보)"
20171229,아시아경제,이민찬,"문 대통령, 국민권익위 부위원장에 권태성 권익위 기조실장(속보)"
