일자,언론사,기고자,제목
20161231,MBC,김민혁,"탄핵반대 집회, 태극기 들고 ""박 대통령 탄핵 무효"""
20161231,머니투데이,김민중,"탈북 청년들 ""박근혜 대통령 탄핵 반대"" 2만 참여"
20161231,매일경제,,"2016년 마지막 날, 박 대통령 퇴진 촛불집회 '송박영신'"
20161231,아시아경제,송윤정,"조윤선, '박 대통령 검진 동행' 발언 이현주 대표 고소 명예훼손 했다"
20161231,서울경제,김경민 기자,"특검, ‘삼성합병 압력’ 입증 가능할까 박근혜 대통령 탄핵 심판 핵심 쟁점"
20161231,매일경제,,"신문브리핑 ""헌재, 박 대통령 불출석 수용 ""공정 신속하게 결론 내릴 것"""" 외 주요기사"
20161231,아시아경제,송윤정,"'송朴영신' 기원 촛불집회, 제야의 종 치며 박 대통령 퇴진 촉구"
20161231,서울신문,김서연,"박 대통령, 삼성 압력 정황 “후원이 돼야 한다” VIP 지시 사항=9.6억원"
20161231,서울경제,김경민 기자,‘특검 1호 구속’ 문형표 전 장관 ‘뇌물죄’입증에 박근혜 대통령 탄핵 사활 걸렸다
20161231,매일경제,,"속도 내는 헌재, 빨라진 박 대통령 '탄핵시계'"
20161231,매일경제,,'박 대통령 뇌물혐의' 문형표 전 장관 '1호 구속'
20161231,중앙일보,박상욱,박 대통령 퇴진 촛불집회 연인원 1천만 돌파
20161231,중앙일보,유길용,새해 첫 특검 조사대상 안종범 전 수석 박 대통령 '3자 뇌물수수' 겨냥
20161231,중앙일보,김정하,"박 대통령, 신년사 연하장 없는 쓸쓸한 송년"
20161231,아주경제,주진,"박근혜 대통령 ""세월호 7시간 행적 기억못한다""는 대리인 발언 논란(종합)"
20161231,YTN,,박근혜 대통령 새해 일정 '제로'...변론 준비 총력
20161231,아주경제,박원식,"박근혜 대통령 ""세월호 7시간 행적 기억못한다""는 대리인 발언 논란"
20161231,YTN,,"박 대통령, 신년사 없이 조용히 새해 맞이"
20161231,국제신문,김태경 기자 tgkim@kookje.co.kr,"박 대통령, 참모들과 조용한 새해맞이"
20161230,한국일보,,"[사설] 박 대통령, 헌재 탄핵심판 법정에 직접 출석해야"
20161230,중부일보,홍지예,"[속보] 인명진 ""박근혜 대통령도 인적청산 대상 범위에 포함"""
20161230,경향신문,유정인 기자 jeongin@kyunghyang.com,[신년 여론조사]60대 이상 경북서도 ‘박 대통령 즉시 사퇴’ 절반 넘어
20161230,경향신문,김경학·박광연 기자 gomgom@kyunghyang.com,"[박근혜 최순실 게이트]특검, 최순실이 대납한 박 대통령 옷값 ‘뇌물죄’ 검토"
20161230,경향신문,곽희양·박광연 기자 huiyang@kyunghyang.com,[박근혜 최순실 게이트]헌재 “대통령 측 원하는 대로 진행되기 어렵다” 신속 심리 의지
20161230,SBS,남승모 기자,금 190돈 들인 최고 훈장 박 대통령도 받았다
20161230,MBC,이준희,"인명진 ""친박 핵심 당 나가라, 박 대통령도 청산 대상"""
20161230,매일경제,한민용,"[단독] 박 대통령, 최태원 회장 만나 '면세점 문제 해결' 언급 한 달 전부터 준비"
20161230,매일경제,,"박 대통령, 헌법재판소 출석 불발 이유는?"
20161230,YTN,,박근혜 대통령 뇌물죄 옥죄가는 특검... 맞춰진 퍼즐 하나는?
20161230,머니투데이,,[사진]박대통령측 변호인단과 웃으며 인사하는 탄핵소추위원장
20161230,머니투데이,,"朴측 대리인단 ""박대통령 세월호 7시간 잘 기억 못해"""
20161230,머니투데이,,[사진]박근혜 대통령 탄핵심판 3차준비기일
20161230,머니투데이,,[사진]박근혜 대통령 탄핵심판 마지막 준비절차기일
20161230,매일경제,,"[김은혜의 정가 이슈] 특검, '박 대통령 뇌물죄' 정조준 外"
20161230,한겨레,김민경,"“박 대통령, ‘세월호 7시간’ 정확한 기억 못 해”"
20161230,세계일보,이우승,박 대통령 “올 한 해 다들 힘들고 어려웠다”
20161230,국민일보,박정태 선임기자,"[박정태의 ‘박근혜 특검’ 생생기록] 25. 朴대통령 측, 박영수 특검 공격 속셈 있나"
20161230,YTN,,"박 대통령 측 ""세월호 참사 당일, 박 대통령 많이 기억 못 해"""
20161230,한국일보,,"박 대통령, 탄핵 대리인단 만나 혐의 모두 부인하며 “억울” 강변"
20161230,MBC,장현주,"특검 안종범 사흘 만에 재소환, 박 대통령 뇌물죄 수사"
20161230,YTN,,"헌재, 박근혜 대통령 본인 신문 요청 기각"
20161230,매일경제,,[빅5] 박 대통령의 어제 오늘 그리고 내일
20161230,매일경제,한경우,"시민단체 ""한진해운 몰락 최순실 박 대통령 주도"" 특검 고발"
20161230,매일경제,,"특검, 박 대통령 채혈검사 정황 포착"
20161230,SBS,,"[3시 뉴스브리핑] 박 대통령, '막후 조종자' 최순실에게 주한 외교사절단 선물도 상납?"
20161230,경향신문,박광연 기자 lightyear@kyunghyang.com,박근혜 측 대리인단 “박 대통령이 세월호 7시간 잘 기억 못해 기억하려고 노력 중”
20161230,매일경제,,"특검, 박 대통령 측 `정치 중립성 위반` 주장에 ""근거 없다"""
20161230,매일경제,,"박 대통령, 조용히 새해맞이 준비 군 장병 격려 메시지 현충원 참배 없어"
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아주경제,주진,"박근혜 대통령, ""올 한해 일이 참 많았다"" 한해 소회 언급"
20161230,아시아경제,윤동주,"[포토]'박근혜 대통령 측 변호인, 무슨 이야기?'"
20161230,서울경제,정수현 기자,"[속보]박대통령 대리인단 ""'세월호 7시간' 행적 5일 이전 답변"""
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]머리모은 박근혜 대통령 측 변호인
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,서울경제,맹준호 기자,"박 대통령 참모들에 ""올 한해 일이 참 많았다"""
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,아시아경제,윤동주,[포토]'박근혜 대통령 탄핵심판' 3차 준비절차기일
20161230,YTN,,"헌재, 박근혜 대통령 보좌 인물들 증인 채택"
20161230,머니투데이,,모습 드러내는 '국민연금' 윗선들 박 대통령까지 드러날까
20161230,매일경제,,구치소 간 김성태 의원 `박 대통령` 언급에 최순실 얼굴이 
20161230,파이낸셜뉴스,김성호,"(속보) 박 대통령 측, '검찰수사기록 방대' 피청구인 방어권 보장 위해 시간 달라"
20161230,파이낸셜뉴스,김성호,"(속보) 소추위원단, ""신청 증인 대폭 줄 수 있어""... 박 대통령 측 채택동의 관건"
20161230,파이낸셜뉴스,김성호,"(속보) 헌재, 박 대통령 측 사실조회 요청 7곳만 채택... 나머지는 추가소명"
20161230,파이낸셜뉴스,김성호,"(속보) 헌재, 박 대통령 본인신문 요청 받아들이지 않기로"
20161230,매일경제,,"특검, 안종범 재소환 조사 박 대통령 뇌물죄 입증에 초점"
20161230,한겨레,김진철,"인명진, 친박 겨냥 “1월6일까지 탈당하라 박대통령도 청산 대상”"
20161230,내일신문,박준규,박 대통령 새해 첫날 참모들과 식사회동
20161230,서울경제,강신우 기자,"박 대통령 ""2016년 국민께 송구...극복하기 위해 나도 노력"""
