일자,언론사,기고자,제목
20160930,YTN,김웅래,"박근혜 대통령, 이정현 대표 단식 중단 요청...""지금 그만둘 수 없어"""
20160930,중도일보,금상진 기자,최순실씨와 박근혜 대통령 40년 우정 영상 유튜브에서도 1위
20160930,YTN,박순표,"박근혜 대통령, 페레스 전 이스라엘 대통령 서거 조전"
20160930,YTN,김웅래,"박근혜 대통령, 손정의 회장 접견...""10년 내 5조 원 투자 목표"""
20160930,YTN,김웅래,"박근혜 대통령 ""북핵 위협은 턱밑의 비수...긴급히 해결해야"""
20160930,YTN,박순표,"박근혜 대통령, 마하잔 인도 하원 의장 접견...경제 북핵 협력 재확인"
20160930,YTN,박순표,"박근혜 대통령 ""북핵 위협은 턱밑의 비수...긴급 해결 않으면 큰 피해"""
20160930,YTN,김웅래,"박근혜 대통령, 오늘 주한미군 장성 오찬"
20160930,YTN,김웅래,"박근혜 대통령 ""북핵 위협은 턱밑의 비수...긴급히 해결해야"""
20160930,YTN,김웅래,"박근혜 대통령 ""북핵 위협은 턱밑의 비수...긴급히 해결해야"""
20160930,YTN,김웅래,"박근혜 대통령 ""북핵 위협은 턱밑의 비수...긴급히 해결해야"""
20160930,중앙일보,박유미.채윤경,"박 대통령 단식 중단 요청에 이정현 ""비상한 수단 아니면 야당의 오만 못 고친다"""
20160930,중앙일보,김정하,박 대통령 만난 손정의 소프트뱅크 회장 “10년내 한국에 5조원 투자”
20160930,중앙일보,김정하.문희철.강기헌,4세대 방사광가속기 5년 만에 준공 박 대통령 “선도형 과학기술의 토대”
20160930,경향신문,이용욱 기자 woody@kyunghyang.com,박 대통령 “북한의 핵 위협은 턱밑의 비수”
20160930,SBS,이승재 기자,"박 대통령-주한미군 오찬 ""북핵은 턱밑의 비수"""
20160930,MBC,조영익,"박근혜 대통령 ""북핵 위협은 턱 밑의 비수"", 한미동맹 강조"
20160930,매일경제,,"손정의 만난 박근혜 대통령 ""한국 청년들 해외 취업기회 달라"""
20160930,매일경제,,"박 대통령 ""북핵은 턱밑 비수 긴급히 해결해야"""
20160930,경향신문,이용욱 기자 woody@kyunghyang.com,"손정의 소프트뱅크 회장, 박 대통령에 '10년 이내 5조원 목표로 한국 투자"""
20160930,세계일보,이우승,"박 대통령 ""북핵은 턱 밑 비수 방치 땐 한 미에 큰 피해"""
20160930,한국경제,,박 대통령 “주한미군(USFK)은 누구도 깨뜨릴 수 없는 특별한 한국의 친구들”
20160930,파이낸셜뉴스,조창원,"박 대통령 ""한 인도 CEPA 신속 희망"" 인도 하원의장 ""금년중 진전 있을 것"""
20160930,MBC,조영익,"박 대통령 ""북핵 위협은 턱밑 비수, 대응 달라져야"""
20160930,서울신문,김태이,[서울포토] 주한미군 장성과의 오찬에 참석하는 박 대통령
20160930,서울신문,김태이,[서울포토] 주한미군 장성들과 오찬 가진 박근혜 대통령
20160930,서울신문,김태이,[서울포토] 박수치는 박 대통령
20160930,파이낸셜뉴스,조창원,"박 대통령 ""북핵위협은 턱밑 비수 효과적 억제수단은 연합방위태세"""
20160930,한겨레,최혜정,박 대통령 “북핵은 턱밑의 비수 해결 않으면 한-미에 큰 피해”
20160930,아주경제,주진,"박근혜 대통령 ""북핵은 턱밑 비수 해결 않으면 한미 양국민에 큰 피해"""
20160930,KBS,김병용,박 대통령 “북핵은 턱밑 비수 미리 막아야”
20160930,경향신문,이용욱 기자 woody@kyunghyang.com,"박 대통령 ""북핵은 턱밑 비수, 긴급 해결 않으면 한미 양국에 큰 피해"""
20160930,서울신문,김태이,[서울포토] 수미트라 마하잔 인도 하원의장과 인사하는 박 대통령
20160930,아주경제,최신형,박근혜 대통령 지지율 2주 연속 하락 30%대 ‘흔들흔들’
20160930,매일경제,,"박 대통령, 소프트뱅크 손정의 접견 ""신산업 창출 협력 논의"""
20160930,아주경제,주진,"박근혜 대통령, 손정의 일본 소프트뱅크 회장 첫 접견 한국 신산업 투자 확대 요청"
20160930,아주경제,주진,"박근혜 대통령, 주한미군 장성 오찬 한미연합방위태세 강조"
20160930,국민일보,남혁상 기자,"박 대통령, 주한미군 장성 초청 오찬... 취임 후 처음"
20160930,중부일보,,"박 대통령, 주한미군 장성 오찬 참석"
20160929,한국일보,,추미애 “군주가 어리석고 용렬해 ” 박 대통령 겨냥 직격탄
20160929,YTN,김웅래,"박근혜 대통령, 내일 손정의 회장 접견"
20160929,중앙일보,김정하.김성룡,"박 대통령 “지금 우리 상황, 정상 직전 고비”"
20160929,경향신문,이용욱 기자 woody@kyunghyang.com,박 대통령 30일 손정의 소프트뱅크 회장 만난다
20160929,한겨레,최혜정,"박 대통령, 30일 손정의 소프트뱅크 회장 접견"
20160929,MBC,조영익,"박 대통령 ""4세대 방사광 가속기, 미래 신산업 창출"""
20160929,서울경제,맹준호 기자,[청와대 엿보기]박 대통령 다시 민생행보 나서나
20160929,한국경제,장진모,"박 대통령 ""추격형에서 선도형 과학기술로 전환 필요"""
20160929,중도일보,김재수 기자,박근혜 대통령 “4세대 방사광가속기 신산업 창출”
20160929,매일경제,이해완,"박 대통령 ""정상 앞뒀을 때가 가장 힘든 고비"""
20160929,매일경제,,"박근혜 대통령, 포항 창조경제혁신센터 방문"
20160929,아주경제,주진,"박근혜 대통령, 포항 창조경제혁신센터 방문 성과 확산 당부"
20160929,서울경제,맹준호 기자,"박 대통령 ""과학기술, 추격형에서 선도형으로 전환해야"""
20160929,MBC,조영익,"박근혜 대통령 ""4세대 방사광 가속기, 미래 신산업 창출"""
20160929,대전일보,宋信鏞,"박근혜 대통령 ""지역특성맞는 경쟁력 창출해야"""
20160929,부산일보,미디어본부16 기자,"박 대통령, 시위대 'IS' 비유에 故 백남기 유족 네덜란드 사돈도 '깜짝'"
20160929,파이낸셜뉴스,조창원,"박 대통령 ""4세대 방사광가속기, 국가 경제발전 크게 기여"""
20160929,경향신문,이용욱 기자 woody@kyunghyang.com,"박근혜 대통령 ""4세대 방사광 가속기, 과학기술 심장되길 기대"""
20160929,헤럴드경제,기자,국감파행에도 박대통령ㆍ새누리당 지지율 반등 “지지층 결집”
20160929,아주경제,주진,"박근혜 대통령, 4세대 방사광가속기 준공식 참석 미래 신산업 육성 강조"
20160929,매일경제,이해완,"박 대통령 ""정상 앞뒀을 때가 가장 힘든 고비"""
20160929,강원도민일보,연합뉴스,"박 대통령, 강원도 부스 방문"
20160929,강원도민일보,남궁창성,"박 대통령 “영월, 공동취수원 개발 삶의 질 향상”"
20160929,무등일보,윤승한기자  zmd@chol.com,"박 대통령, 친환경車 선도도시 깊은 관심"
20160928,YTN,박순표,"박근혜 대통령 ""지역 발전 역량이 국가 발전의 동력"""
