일자,언론사,기고자,제목
20170508,한국일보,"전혼잎
기자",문재인 ‘경부선 상행선’ 유세 “대통령 돼 다시 뵙겠다”
20170508,세계일보,이제원,[포토] 문재인 더불어민주당 대선후보 D-1 광화문 유세
20170508,아주경제,윤주혜,"문재인 광화문 유세서 딸 깜짝 등장 ""아버지는 가장 준비된 대통령 후보"""
20170508,머니투데이,"이재원
기자","문재인, '캐스팅보트' 잡기 총력 ""충청이 대통령 결정했다"""
20170508,매일경제,,"선거 유세 마지막날, 문재인 ""특정 지역 국민 반쪽의 대통령 아닌 모든 지역 국민 모두의 대통령 될 것"""
20170508,헤럴드경제,민성기 기자,"문재인, 대선 하루 전 광화문서 “대통령 이미 결판 났다”"
20170508,SBS,강청완 기자,"문재인 ""압도적 지지로 천지개벽 가능 국민통합 대통령"""
20170508,중앙일보,이가영,"문재인 마지막 유세 ""대통령으로 광화문광장서 다시 만나겠다"""
20170508,매일경제,윤범기,"[19대 대선] 문재인, 광화문서 피날레 유세 ""개혁 통합 대통령"""
20170508,머니투데이,"이동훈
기자",[사진]문재인 '떡잎부터 대통령'
20170508,경인일보,이종우,"문재인 대통령 후보 부인 김정숙씨 어르신 효잔치에 참석해, 문재인 후보지지호소."
20170508,경인일보,이종우,"문재인 대통령 후보 부인 김정숙씨 어르신 효잔치에 참석해, 문재인 후보지지호소."
20170508,중부일보,홍지예,"문재인 대국민 호소 기자회견 ""전 세대에서 지지받는 통합대통령 되고 싶다"""
20170508,한국경제,김기만,"[5 9 대선] 문재인 ""첫 통합 대통령"" 홍준표 ""자유대한민국 재건"" 안철수 ""미래 선택하자"""
20170508,한국경제,이미나,"2017명 장애인, 문재인 지지 선언 ""불평등과 불공정 무너뜨릴 대통령"""
20170508,중부일보,홍지예,"문재인 딸 문다혜, 마지막 광화문 유세 현장 깜짝 등장 ""가장 준비된 대통령 후보라고 생각한다"""
20170508,한국경제,,마크롱 프랑스 대통령 당선에 문재인 “보수-진보 넘는 멋진 정치 기대한다”
20170508,한국경제,이미나,"문재인 측 ""마크롱 당선 축하 국정 경험 풍부한 준비된 대통령"""
20170508,한라일보,강동민 기자 min8390@hallailbo.co.kr,"더불어민주당 제주도당 ""문재인, 제주다운 제주 만들 대통령"""
20170508,머니투데이,"최경민
기자","문재인, 2만 부산 시민 앞에서 ""대통령이 돼 다시 뵙겠다"""
20170508,서울경제,장주영 기자,"문재인 대국민 호소, “오늘 지나면 새 대통령과 새로운 세상 만난다”"
20170508,내일신문,이명환,"문재인 민주당 후보 ""최초의 통합대통령"""
20170508,문화일보,김병채,<대선 D-1>문재인 “사상 첫 전국 지지 대통령”
20170508,중부일보,신창균,"더불어민주당 화성협의회 ""화성 유권자들의 문재인 지지선언 이어져"""
20170508,한라일보,이상민 기자 hasm@ihalla.com,"대선/ ""문재인, 제주다운 제주 만들 대통령"""
20170508,한국경제,이미나,"문재인 ""여론조사 1위가 대통령 만드는 것 아니다 반드시 투표해달라"""
